OBJECTID,REG,PROV,COM,Seleccionados,Pagados,CUT,Programa,Capa,Shape_Length,Shape_Area
173,09,091,09111,243,121,09111,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.80182612727007,0.0757259528578409
174,09,091,09112,290,144,09112,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.80143567116768,0.0480727077756835
175,09,091,09113,27,11,09113,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.16551797814845,0.0341465997133611
176,09,091,09114,62,21,09114,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.14711127269908,0.0607064069804054
177,09,091,09115,128,44,09115,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.1761433655227,0.130188883195356
178,09,091,09116,38,26,09116,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.04537911778318,0.0413364100912368
179,09,091,09117,43,16,09117,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.64373400575833,0.0682465271177376
180,09,091,09118,28,16,09118,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.63693728646829,0.0888517977815556
181,09,091,09119,77,49,09119,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.73590750854094,0.14657755394278
182,09,091,09120,254,103,09120,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.5113998234689,0.134895405519396
183,09,091,09121,37,15,09121,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.20938725430575,0.0441598577793496
184,09,092,09201,273,157,09201,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.53425435481448,0.122417551705083
185,09,092,09202,79,32,09202,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.78264106950532,0.133979146196829
186,09,092,09203,50,26,09203,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.19367015387301,0.171022378850182
187,09,092,09204,10,6,09204,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.75540017038254,0.0512047615039099
188,09,092,09205,25,15,09205,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.64471829822548,0.4055298988106
189,09,092,09206,24,17,09206,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.68775006471156,0.0869594916040224
190,09,092,09207,17,5,09207,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.295826140729,0.114304337342617
191,09,092,09208,59,36,09208,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.3790638239312,0.0476008734004063
192,09,092,09209,26,12,09209,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.12797269540859,0.0271205916529213
193,09,092,09210,64,28,09210,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.92431518884491,0.0922998233181355
194,09,092,09211,105,60,09211,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.00658897236381,0.129915357236981
195,10,101,10101,1087,415,10101,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,4.24857454238693,0.180040884613607
196,10,101,10102,71,23,10102,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,5.17038050789754,0.0635719586705824
197,10,101,10103,9,1,10103,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,6.23477932948639,0.43075872484537
198,10,101,10104,18,10,10104,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.62509477046598,0.136901900964862
199,10,101,10105,46,12,10105,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.66497783813004,0.0887743470791014
200,10,101,10106,44,18,10106,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.7392406555198,0.13244980702141
201,10,101,10107,47,12,10107,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.31508501206881,0.0465256951996277
202,10,101,10108,30,11,10108,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.23321299983547,0.0889620344465914
203,10,101,10109,63,16,10109,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,5.75263653851635,0.432282836142435
204,10,102,10201,364,185,10201,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.96005917457719,0.051630507107536
205,10,102,10202,239,136,10202,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,5.83043256050109,0.190765249851856
206,10,102,10203,72,21,10203,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.41197017679246,0.149585928295583
207,10,102,10204,5,2,10204,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.550383551042818,0.00873901702344491
208,10,102,10205,120,41,10205,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.94980791504094,0.134295259070525
209,10,102,10206,6,2,10206,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.762841515040691,0.0106033909460544
210,10,102,10207,16,8,10207,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.95781152407134,0.0364594039812965
211,10,102,10208,106,40,10208,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,9.69333023096082,0.372088477302177
212,10,102,10209,45,26,10209,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.73699685822201,0.0477777903773154
213,10,102,10210,22,12,10210,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.27695954502817,0.0173949832869039
214,10,103,10301,599,209,10301,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.62339856034831,0.101591901292908
215,10,103,10302,29,9,10302,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.05314772226404,0.191747112421705
216,10,103,10303,48,16,10303,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.61374444110272,0.155264472155954
217,10,103,10304,24,6,10304,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.38340777483079,0.174230535129024
218,10,103,10305,43,18,10305,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.09368072014402,0.13668230674302
219,10,103,10306,6,3,10306,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.7068051257426,0.160078309323345
220,10,103,10307,27,12,10307,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.90909138192477,0.0668636843613542
221,10,104,10401,3,1,10401,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,10.9985236403111,0.912654156202352
222,10,104,10402,6,4,10402,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.38251972992164,0.136776308522402
223,10,104,10403,24,7,10403,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,6.4646093599317,0.30877765388022
224,10,104,10404,4,1,10404,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.97712066568522,0.296288410708872
225,11,111,11101,236,82,11101,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,8.02060278749079,0.838479410969143
226,11,111,11102,3,3,11102,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,6.19207139183876,0.61524751329891
227,11,112,11201,135,54,11201,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,109.597085668037,3.47140724308538
228,11,112,11202,25,9,11202,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,79.0753753245664,1.74373906601255
229,11,112,11203,1,1,11203,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,10.71956447092,0.0708236749043382
230,11,113,11301,8,1,11301,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,6.65973467181056,1.02749375692802
231,11,113,11302,1,0,11302,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,5.94514134059244,0.9465680852295
232,11,113,11303,0,0,11303,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,111.928950521001,2.41065935589011
233,11,114,11401,21,12,11401,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,5.46747703293575,0.675807945455578
234,11,114,11402,4,1,11402,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,4.84815578592281,0.702779417168672
235,12,121,12101,202,46,12101,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,200.508601286018,2.41376466046788
236,12,121,12102,0,0,12102,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.49504474885975,0.470355165667711
237,12,121,12104,0,0,12104,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,7.21495497514873,0.884504975516393
238,12,122,12201,1,1,12201,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,170.974638587589,2.20979383263383
239,12,123,12301,11,1,12301,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,6.75056125445747,1.00582052719991
240,12,123,12302,0,0,12302,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,5.04061837712508,0.526300709597806
241,12,123,12303,0,0,12303,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,22.3162645997549,1.51734181742046
242,12,124,12401,64,13,12401,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,420.364323892768,6.23369193408853
243,12,124,12402,1,0,12402,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,5.24970742930957,0.797002113388122
244,13,131,13115,60,8,13115,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.4729638739535,0.0991333894761078
245,13,132,13202,20,5,13202,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.02399212652857,0.0432699271635258
246,13,132,13203,16,6,13203,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,4.77411458695032,0.48482127788711
247,13,134,13404,79,27,13404,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.62839797424125,0.0660215960540037
248,13,135,13501,236,86,13501,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.34243368145895,0.13178608321318
249,13,135,13502,6,1,13502,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.56612257271216,0.0824360692040451
250,13,135,13503,75,29,13503,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.5150941248476,0.0672369352702946
251,13,135,13504,15,0,13504,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.09067747529612,0.0382477618103802
252,13,135,13505,5,1,13505,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.62217170228068,0.0772916216171819
253,13,136,13603,43,7,13603,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.825618276164491,0.0184502627651446
254,14,141,14101,680,273,14101,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.10404311261182,0.107139032421954
255,14,141,14102,4,1,14102,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.17781503163115,0.0768630867172511
256,14,141,14103,56,28,14103,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.59164586017041,0.055814246115503
257,14,141,14104,47,17,14104,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.28650907870733,0.188277631125998
258,14,141,14105,16,6,14105,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.86722865547063,0.0608098998130423
259,14,141,14106,64,25,14106,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.87278470083116,0.138180158657591
260,14,141,14107,80,20,14107,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.15779741598382,0.0951840287452247
261,14,141,14108,68,24,14108,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.95024980482601,0.346074066110536
262,14,142,14201,210,79,14201,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.81985108781042,0.225481151394155
263,14,142,14202,27,9,14202,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.33239660060242,0.220703205890814
264,14,142,14203,19,6,14203,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.04795054666251,0.186842527672108
265,14,142,14204,87,36,14204,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.60213990743242,0.230694713022456
266,15,151,15101,607,187,15101,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.40004321924997,0.410917097394553
267,15,151,15102,1,0,15102,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.69339496069966,0.336614424055046
268,15,152,15201,2,0,15201,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.84839348962544,0.503675133442806
269,15,152,15202,0,0,15202,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.27021888210736,0.192525877617857
270,16,161,16101,110,52,16101,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.2030685117257,0.0480306651902233
271,16,161,16102,111,62,16102,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.12150465309727,0.0430210106206479
272,16,161,16104,15,7,16104,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.59060569029717,0.0673056265563473
273,16,161,16105,94,54,16105,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.0171554917743,0.0569564818170278
274,16,161,16106,86,31,16106,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.67519233581744,0.111468322193412
275,16,161,16107,96,49,16107,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.30081075685147,0.0410397821950179
276,16,161,16108,109,74,16108,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.2388262613955,0.0366546745730511
277,16,161,16109,4,4,16109,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.11967794880221,0.0835273627209195
278,16,162,16201,26,15,16201,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.80852215335452,0.0591086817617564
279,16,162,16202,135,66,16202,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.59652580321889,0.0570107108180041
280,16,162,16203,17,9,16203,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.01989564831108,0.0344282890787845
281,16,162,16204,1136,696,16204,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.18522595055529,0.040459530200935
282,16,162,16205,92,50,16205,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.89676544526916,0.0290964781629135
283,16,162,16206,14,4,16206,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.851338177891109,0.0249232443077007
284,16,162,16207,69,40,16207,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.21025539490475,0.0314459520429622
285,16,163,16301,20,11,16301,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.13564774202312,0.0880892322903916
286,16,163,16302,133,45,16302,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,2.79693421346843,0.178588760524811
287,16,163,16303,14,6,16303,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.58064666593452,0.0493553918151454
288,16,163,16304,7,2,16304,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,3.0866311139324,0.155182892952169
289,16,163,16305,45,25,16305,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.32097785408223,0.0568627271357533
290,13,133,13303,12,4,13303,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.3210930673219,0.0632104580778968
291,13,133,13301,173,58,13301,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.68187387860845,0.0938356061442659
292,13,133,13302,94,22,13302,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.03571882313999,0.0435084609710454
293,13,131,13125,272,71,13125,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.351661481349586,0.00555322562672396
294,13,131,13124,458,114,13124,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.71708078351675,0.0192459097474541
295,13,131,13103,239,55,13103,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.168580379171436,0.00107157269052818
296,13,131,13128,321,81,13128,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.29030449450698,0.00229552789361049
297,13,131,13126,237,34,13126,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.176827359302307,0.00114460911065791
298,13,131,13107,108,25,13107,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.322903315494612,0.00435809273299122
299,13,131,13104,223,37,13104,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.135790716491396,0.00106018617807657
300,13,131,13108,202,38,13108,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.112090157977042,0.000712850875551942
301,13,131,13127,322,48,13127,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.17915098761582,0.00151341334418387
302,13,131,13132,5,2,13132,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.257064516998372,0.00277107040263258
303,13,131,13123,13,2,13123,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.159434451644423,0.00140074258542644
304,13,131,13114,56,8,13114,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.515924479960267,0.00960606174432954
305,13,131,13120,97,23,13120,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.176483231445786,0.00163868119030415
306,13,131,13101,639,113,13101,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.24406366193821,0.00224831731259139
307,13,131,13117,238,47,13117,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.107032507980631,0.000634555435893579
308,13,131,13106,248,59,13106,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.18950553395676,0.0013943387934619
309,13,131,13119,801,191,13119,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.621544576400134,0.0132808039941472
310,13,131,13121,212,41,13121,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.12832868444637,0.000847093907998834
311,13,131,13102,128,31,13102,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.202822671618787,0.00163205896695992
312,13,131,13130,125,33,13130,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.128899695636361,0.000934409495699718
313,13,131,13129,167,32,13129,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.134110278194615,0.000964340000284041
314,13,131,13118,150,26,13118,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.149951468872423,0.00124298244188581
315,13,131,13113,61,15,13113,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.242975894880193,0.00226833801241888
316,13,131,13122,358,78,13122,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.378449022157065,0.00522928717795632
317,13,131,13116,185,50,13116,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.111886913620373,0.000801148447565213
318,13,131,13109,139,31,13109,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.126156115100463,0.000971577532544804
319,13,131,13111,254,65,13111,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.134496520749499,0.000975824904241111
320,13,131,13131,170,30,13131,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.111851392002215,0.000613086417592481
321,13,131,13110,592,138,13110,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.5086620821039,0.00689677168759519
322,13,131,13105,326,72,13105,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.150684092967392,0.00138408656167072
323,13,131,13112,349,88,13112,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.258384108441219,0.00295985764265863
324,13,134,13403,37,8,13403,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.43928052716849,0.00711531002144779
325,13,132,13201,1175,331,13201,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.494594961767843,0.00858721579544038
326,13,136,13601,146,36,13601,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.705297904486003,0.0121758324042647
327,13,134,13402,148,41,13402,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.900718411476,0.0211202548875872
328,13,134,13401,735,190,13401,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.86275515833713,0.0149518224225991
329,13,136,13604,84,13,13604,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.507990386761983,0.00782989991813232
330,13,136,13605,157,44,13605,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.399336608837833,0.00674413118966044
331,13,136,13602,48,14,13602,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.503743797889676,0.011273216046441
332,05,058,05802,137,65,05802,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.18822762757108,0.0284513153818174
333,05,051,05109,894,356,05109,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.61008549377376,0.0116293728403089
334,05,051,05103,88,42,05103,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.481111077125282,0.00741514896139472
335,05,058,05804,372,168,05804,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.501667124074038,0.00930143221082642
336,05,055,05501,386,210,05501,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.910659887447733,0.0290252780103477
337,16,161,16103,61,33,16103,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.941513762760901,0.0264736937313827
338,08,081,08111,6,4,08111,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.47082611705201,0.0497898680283142
339,08,081,08107,43,21,08107,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.701226922533445,0.0109350860425298
340,08,081,08101,855,504,08101,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.877297695687509,0.0221598717637646
341,08,081,08103,127,74,08103,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.495562836267614,0.00721857529159663
342,08,081,08112,59,28,08112,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.525494407000819,0.00507537911517807
343,08,081,08108,28,18,08108,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,0.539530838192259,0.011845651492144
344,08,081,08105,16,8,08105,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,1.37319901252086,0.0542716721949123
345,12,121,12103,0,0,12103,Arriendo_2014_2019,Subsidio Arriendo 2014-2019,53.310545624077,1.22012625347607
